dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target,duration_ms
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.mimo-copilot\1.0.7.vsix,10193
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.mimo-copilot\1.0.1.vsix,19842
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.1,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.minimax-copilot\1.0.1.vsix,12118
datadog-malicious,sanchuan.mimo-copilot,sanchuan.mimo-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.mimo-copilot\1.0.4.vsix,18146
datadog-malicious,Puglight.sysmotivate,Puglight.sysmotivate,0.0.3,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Puglight.sysmotivate\0.0.3.vsix,123377
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.12,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.minimax-copilot\1.0.12.vsix,9117
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.7,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.minimax-copilot\1.0.7.vsix,8886
datadog-malicious,saekiraku.rainbow-fart,saekiraku_rainbow-fart_1.4.0,1.4.0,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\kirill89\rainbow-fart\saekiraku_rainbow-fart_1.4.0.vsix,77537
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.minimax-copilot\1.1.0.vsix,9380
datadog-malicious,sanchuan.minimax-copilot,sanchuan.minimax-copilot,1.0.4,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\sanchuan.minimax-copilot\1.0.4.vsix,36359
datadog-malicious,seHunt-20241016.seHunt-20241016,seHunt-20241016.seHunt-20241016,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\seHunt-20241016.seHunt-20241016\0.0.1.vsix,32948
datadog-malicious,SolidityAI.Solidity,solidityai.solidity,1.0.9,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,82,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+15 executes a child process with windowsHide:true (concealed execution) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\vsix-zoo\thesevibesareoff\solidityai.solidity-1.0.9.vsix,4891
datadog-malicious,siffat-ahmed.ai-autocomplete-siffat-ahmed,siffat-ahmed.ai-autocomplete-siffat-ahmed,0.1.0,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\siffat-ahmed.ai-autocomplete-siffat-ahmed\0.1.0.vsix,32305
datadog-malicious,ShowSnowcrypto.SnowShoNo,ShowSnowcrypto.SnowShoNo,0.6.0,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,90,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+20 advertises substantial functionality but ships only a trivial stub (possible first-stage placeholder) ; static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\ShowSnowcrypto.SnowShoNo\0.6.0.vsix,32501
datadog-malicious,SmartContractAI.solaibot,SmartContractAI.solaibot,1.4.2,1,code,DataDog malicious,SUSPICIOUS,0,1,dynamic,30,BENIGN,12,SUSPICIOUS,30,4,1,0,1,0,1,0,0,,solidity.bot,Infostealer / Reconnaissance,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+30 collects host/user reconnaissance and transmits it,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\SmartContractAI.solaibot\1.4.2.vsix,29270
datadog-malicious,SFRA-FAKA.sfra-toolkit,SFRA-FAKA.sfra-toolkit,0.0.2,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,2,0,0,0,0,2,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\SFRA-FAKA.sfra-toolkit\0.0.2.vsix,35669
datadog-malicious,serialt.sugar-proto,serialt.sugar-proto,0.5.7,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\serialt.sugar-proto\0.5.7.vsix,42850
datadog-malicious,VitalikButerin-EthFoundation.blan-co,VitalikButerin-EthFoundation.blan-co,0.0.8,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,90,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\VitalikButerin-EthFoundation.blan-co\0.0.8.vsix,5645
datadog-malicious,VSAnalysistest.codegpt-helper,VSAnalysistest.codegpt-helper,0.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,70,MALICIOUS,45,MALICIOUS,70,26,0,0,13,0,0,0,0,,discord.com,C2 beacon / Command-and-control client,0,0,0,,static:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\VSAnalysistest.codegpt-helper\0.0.2.vsix,19333
datadog-malicious,StefanYosif.axion-ai,StefanYosif.axion-ai,1.0.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\StefanYosif.axion-ai\1.0.0.vsix,37877
datadog-malicious,Vitalik-Buterin.soli-extensio,Vitalik-Buterin.soli-extensio,0.0.9,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,135,BENIGN,0,MALICIOUS,135,7,1,0,1,0,0,0,0,,function.undefined21.com,Infostealer / Reconnaissance,0,0,0,,dynamic:+30 collects host/user reconnaissance and transmits it ; dynamic:+45 exfiltrates a host fingerprint (machineId / MAC / hostname+username) ; dynamic:+35 auto-generated throwaway C2 domain ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Vitalik-Buterin.soli-extensio\0.0.9.vsix,35356
datadog-malicious,TechSolutionsPro.bitcoin-cake-theme,TechSolutionsPro.bitcoin-cake-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,SUSPICIOUS,35,1,0,1,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\TechSolutionsPro.bitcoin-cake-theme\1.0.0.vsix,35541
datadog-malicious,Vsceue.volar-vscode,Vsceue.volar-vscode,3.1.6,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Vsceue.volar-vscode\3.1.6.vsix,38547
datadog-malicious,VSAnalysistest.code-ai-assistant,VSAnalysistest.code-ai-assistant,0.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,70,MALICIOUS,45,MALICIOUS,70,2,0,0,1,0,0,0,0,,discord.com,C2 beacon / Command-and-control client,0,0,0,,static:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\VSAnalysistest.code-ai-assistant\0.0.2.vsix,44062
datadog-malicious,Zeron1337.Zeron-CySec,Zeron1337.Zeron-CySec,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\Zeron1337.Zeron-CySec\0.0.1.vsix,10411
datadog-malicious,SoliditFoundation.solidit-language,SoliditFoundation.solidit-language,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,222,MALICIOUS,222,MALICIOUS,125,13,0,13,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+45 anonymous file-drop host (payload staging) ; static:+45 downloads an executable/script binary from a non-distribution host,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\SoliditFoundation.solidit-language\0.0.1.vsix,77713
datadog-malicious,WhenSunset.chatgpt-china,WhenSunset.chatgpt-china,9.5.3,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,0,1,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\WhenSunset.chatgpt-china\9.5.3.vsix,31503
datadog-malicious,wlnxingdev.free-senltig,wlnxingdev.free-senltig,17.6.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\wlnxingdev.free-senltig\17.6.0.vsix,20840
datadog-malicious,zhukunpeng.chat-moss,zhukunpeng.chat-moss,8.0.0,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,10,5,0,0,2,0,1,0,0,,undefined/luomacode-api/code/gen/v1/health,C2 beacon / Command-and-control client,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; dynamic:+10 makes outbound network connections,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\zhukunpeng.chat-moss\8.0.0.vsix,20576
datadog-malicious,WEB3Foundation.cxzczxcxz,WEB3Foundation.cxzczxcxz,0.2.2,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,70,MALICIOUS,90,2,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\Khanh\Downloads\VSGuard AI\Dataset_Malicious\malicious_intent\WEB3Foundation.cxzczxcxz\0.2.2.vsix,52601
