dataset,sample,id,version,label,tier,classification,final_verdict,final_is_malicious,final_is_flagged,decided_by,score,static_verdict,static_score,dynamic_verdict,dynamic_score,total_events,http_requests,child_process_calls,outbound_messages,eval_calls,fs_reads,net_socket_calls,data_stolen,stolen_categories,hosts,purpose,timers_fired,virtual_days,timed_out,error,top_reasons,target
datadog-malicious,TechSolutionsPro.bitcoin-cake-theme,TechSolutionsPro.bitcoin-cake-theme,1.0.0,1,code,DataDog malicious,MALICIOUS,1,1,static,115,MALICIOUS,115,SUSPICIOUS,35,1,0,1,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+45 downloads an executable/script binary from a non-distribution host ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\TechSolutionsPro.bitcoin-cake-theme\1.0.0.vsix
datadog-malicious,StefanYosif.axion-ai,StefanYosif.axion-ai,1.0.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\StefanYosif.axion-ai\1.0.0.vsix
datadog-malicious,Vitalik-Buterin.soli-extensio,Vitalik-Buterin.soli-extensio,0.0.9,1,code,DataDog malicious,MALICIOUS,1,1,dynamic,135,BENIGN,0,MALICIOUS,135,7,1,0,1,0,0,0,0,,function.undefined21.com,Infostealer / Reconnaissance,0,0,0,,dynamic:+30 collects host/user reconnaissance and transmits it ; dynamic:+45 exfiltrates a host fingerprint (machineId / MAC / hostname+username) ; dynamic:+35 auto-generated throwaway C2 domain ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Vitalik-Buterin.soli-extensio\0.0.9.vsix
datadog-malicious,VitalikButerin-EthFoundation.blan-co,VitalikButerin-EthFoundation.blan-co,0.0.8,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,90,MALICIOUS,90,1,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+25 javascript-obfuscator string-array decoder present (deliberate code hiding) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\VitalikButerin-EthFoundation.blan-co\0.0.8.vsix
datadog-malicious,SoliditFoundation.solidit-language,SoliditFoundation.solidit-language,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,222,MALICIOUS,222,MALICIOUS,125,13,0,13,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+50 drops an executable into a temp directory and launches it (dropper) ; static:+45 anonymous file-drop host (payload staging) ; static:+45 downloads an executable/script binary from a non-distribution host,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\SoliditFoundation.solidit-language\0.0.1.vsix
datadog-malicious,VSAnalysistest.code-ai-assistant,VSAnalysistest.code-ai-assistant,0.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,70,MALICIOUS,45,MALICIOUS,70,2,0,0,1,0,0,0,0,,discord.com,C2 beacon / Command-and-control client,0,0,0,,static:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\VSAnalysistest.code-ai-assistant\0.0.2.vsix
datadog-malicious,VSAnalysistest.codegpt-helper,VSAnalysistest.codegpt-helper,0.0.2,1,code,DataDog malicious,MALICIOUS,1,1,both,70,MALICIOUS,45,MALICIOUS,70,26,0,0,13,0,0,0,0,,discord.com,C2 beacon / Command-and-control client,0,0,0,,static:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+45 chat-app webhook used for exfiltration (Discord / Slack) ; dynamic:+25 transmits a data payload to the suspicious/tunnelled endpoint (exfiltration),C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\VSAnalysistest.codegpt-helper\0.0.2.vsix
datadog-malicious,Vsceue.volar-vscode,Vsceue.volar-vscode,3.1.6,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Vsceue.volar-vscode\3.1.6.vsix
datadog-malicious,Zeron1337.Zeron-CySec,Zeron1337.Zeron-CySec,0.0.1,1,code,DataDog malicious,MALICIOUS,1,1,both,115,MALICIOUS,67,MALICIOUS,115,30,0,15,0,0,0,15,0,,,Backdoor / Reverse shell,0,0,0,,static:+55 reverse shell pattern (outbound TCP socket spawning a shell interpreter in the same file) ; static:+12 AST: child_process invoked with a non-static/tainted command argument ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+60 reverse shell: raw TCP socket bound to a shell process,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\Zeron1337.Zeron-CySec\0.0.1.vsix
datadog-malicious,WEB3Foundation.cxzczxcxz,WEB3Foundation.cxzczxcxz,0.2.2,1,code,DataDog malicious,MALICIOUS,1,1,both,90,MALICIOUS,70,MALICIOUS,90,2,0,1,0,0,0,0,0,,,Loader / Downloader (stager),1,0,0,,static:+55 download-and-execute cradle (one command string fetches a remote payload and runs it) ; static:+15 executes a child process with windowsHide:true (concealed execution) ; dynamic:+55 download-and-execute cradle (LOLBIN fetches & runs a remote payload) ; dynamic:+35 spawns an OS process / shell via child_process,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\WEB3Foundation.cxzczxcxz\0.2.2.vsix
datadog-malicious,WhenSunset.chatgpt-china,WhenSunset.chatgpt-china,9.5.3,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,0,1,0,0,0,0,1,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\WhenSunset.chatgpt-china\9.5.3.vsix
datadog-malicious,wlnxingdev.free-senltig,wlnxingdev.free-senltig,17.6.0,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,No malicious behaviour observed (dynamic),0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\wlnxingdev.free-senltig\17.6.0.vsix
datadog-malicious,zhukunpeng.chat-moss,zhukunpeng.chat-moss,8.0.0,1,code,DataDog malicious,BENIGN,0,0,both,24,BENIGN,24,BENIGN,10,5,0,0,2,0,1,0,0,,undefined/luomacode-api/code/gen/v1/health,C2 beacon / Command-and-control client,0,0,0,,static:+12 AST: child_process invoked with a non-static/tainted command argument ; static:+12 AST: dynamic eval()/new Function() on a constructed (non-static) value ; dynamic:+10 makes outbound network connections,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\zhukunpeng.chat-moss\8.0.0.vsix
datadog-malicious,embeddteam.embeddedprojectmanager,embeddteam.embeddedprojectmanager,0.0.1,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\embeddteam.embeddedprojectmanager\0.0.1.vsix
datadog-malicious,embeddteam.embeddedprojectmanager,embeddteam.embeddedprojectmanager,0.0.2,1,code,DataDog malicious,BENIGN,0,0,both,0,BENIGN,0,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\embeddteam.embeddedprojectmanager\0.0.2.vsix
datadog-malicious,krabt.krabt-proto,krabt.krabt-proto,0.5.7,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\krabt.krabt-proto\0.5.7.vsix
datadog-malicious,serialt.sugar-proto,serialt.sugar-proto,0.5.7,1,code,DataDog malicious,BENIGN,0,0,both,12,BENIGN,12,BENIGN,0,0,0,0,0,0,0,0,0,,,,0,0,1,,static:+12 AST: child_process invoked with a non-static/tainted command argument,C:\Users\trung\Pictures\Capstone\Dataset_Malicious\Dataset_Malicious\serialt.sugar-proto\0.5.7.vsix
